Año;Mes;Descripción Centro;Organismo;Número Contrato;Número Expediente;Descripción Contrato;Tipo Contrato;Procedimiento Adjudicación;Artículo;Apartado;Criterios Adjudicación;Presupuesto Total(IVA Incluido);Importe Adjudicación (IVA Incluido);Plazo;Fecha Adjudicación;Nombre/Razón Social;NIF/CIF Adjudicatario;Fecha Formalización;Acuerdo Marco;Ingreso/Coste Cero;Observaciones
2020;Marzo;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000321;300/2019/00101;PROVISION DE PLAZAS EN CENTROS DE DIA PRIVADOS PARA LA ATENCION SOCIOSANITARIA DE PERSONAS MAYORES CON DETERIORO COGNITIVO, ALZHEIMER Y OTRAS DEMENCIAS, QUE INCORPOREN PRODUCTOS DE COMERCIO JUSTO. LOTE1;Servicios;Abierto;;;Pluralidad de criterios;571.972,76 €;431.362,78 €;25;23/12/2019;SALUS MAYORES 11, S.L.;B85729655;23/01/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000322;300/2019/00101;PROVISION DE PLAZAS EN CENTROS DE DIA PRIVADOS PARA LA ATENCION SOCIOSANITARIA DE PERSONAS MAYORES CON DETERIORO COGNITIVO, ALZHEIMER Y OTRAS DEMENCIAS, QUE INCORPOREN PRODUCTOS DE COMERCIO JUSTO. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;571.972,76 €;462.344,65 €;25;23/12/2019;RESIDENCIAL NOGALES XXI SA;A84546696;22/01/2020; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000323;SFC/2019/00009;SERVICIO DE RETIRADA, TRANSPORTE Y GESTION DE RESIDUOS PROCEDENTES DE LA EXHUMACION REALIZADOS EN EL CEMENTERIO SUR-CARABANCHEL DE MADRID DE LA EMSFYCM, S.A.;Servicios;Abierto;;;Pluralidad de criterios;236.269,00 €;232.650,00 €;12;14/01/2020;METRAMAR,S.L.;B80405269;10/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000324;300/2019/00088;DINAMIZACION Y APOYO EN MATERIA DE PARTICIPACION CIUDADANA, FOMENTO DEL ASOCIACIONISMO Y DE LA COOPERACION PUBLICO SOCIAL EN EL DISTRITO DE ARGANZUELA, DURANTE 2019 Y 2020.;Servicios;Abierto simplificado;;;Pluralidad de criterios;42.324,87 €;35.574,00 €;12;14/06/2019;ACAYA NATURALEZA Y VIDA, S.L.;B81748808;20/09/2019; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMBERÍ;202000325;300/2018/02250;CONTRATO DE SERVICIOS QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA PARA LA ORGANIZACION DEL ESPACIO DE SOCIALIZACION, TALLERES DE EDUCACION EN VALORES  Y JORNADA INFANTIL EN EL DISTRITO DE CHAMBERI;Servicios;Abierto;;;Pluralidad de criterios;103.410,02 €;90.934,89 €;27,86;03/02/2020;AEBIA TECNOLOGIA Y SERVICIOS SL;B84382761;28/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000326;MDC/2020/00020;"CREACION, DESARROLLO Y EJECUCION DE PROYECTO ARTISTICO UNICO ""LA QUINTA EN FLOR"" EN ESPACIO ABIERTO LA QUINTA DE LOS MOLINOS DENTRO DE LA PROGRAMACION ""INVIERNO EN LA QUINTA 2019/2020""";Servicios;Negociado sin publicidad;168;a) apartado 2º;;42.229,00 €;42.229,00 €;0,13;21/02/2020;LSD IN MOVEMENT A.I.E.;V88236914;26/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000327;MDC/2020/00014;SUMINISTRO DE ELEMENTOS ESTRUCTURALES, DE ILUMINACION, ELECTRICIDAD, EQUIPOS AUDIOVISUALES Y GRAFICA, CON MOTIVO DE LA EXPOSICION DOCE FABULAS URBANAS, QUE TENDRA LUGAR EN MATADERO MADRID;Suministro;Abierto simplificado;;;Pluralidad de criterios;109.384,00 €;109.382,79 €;6,13;16/01/2020;RJ MONTAJE DE STANDS, S.L.;B82139908;17/01/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000328;300/2019/00513;SERVICIO DE REDACCION DE ANTEPROYECTO DE ACTUACIONES PARA LA MITIGACION DE INUNDACIONES EN EL TERMINO MUNICIPAL DE MADRID;Servicios;Abierto simplificado;;;Pluralidad de criterios;116.644,00 €;81.767,44 €;8;24/01/2020;TPF GETINSA EUROESTUDIOS S.L.;B84840685;07/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000329;MDC/2020/00013;SERVICIO AUXILIAR DE INFORMACION, A PRESTAR EN EL ESPACIO CULTURAL MATADERO MADRID;Servicios;Abierto;;;Pluralidad de criterios;132.669,24 €;99.391,28 €;12;08/01/2020;MAGENTICA SOCIAL, S.L.;B87300034;03/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000330;MDC/2020/00015;SUMINISTRO EN REGIMEN DE ARRENDAMIENTO, TRANSPORTE, MONTAJE, MANTENIMIENTO, LIMPIEZA Y DESMONTAJE DE SANITARIOS QUIMICOS ( LOTE 2) CON MOTIVO DE LA ACTIVIDAD CULTURAL QUE DESARROLLE MADRID DESTINO. LOTE 2;Suministro;Abierto;;;Un unico criterio;108.900,00 €;108.900,00 €;23,53;23/12/2019;CONSTRUCCIONES MODULARES CABISUAR, S.A.;A80635733;20/01/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000331;MDC/2020/00012;SERVICIO DE APOYO A LA PRODUCCION AUDIOVISUAL PARA MADRID DESTINO;Servicios;Abierto;;;Pluralidad de criterios;296.450,00 €;296.450,00 €;12;11/12/2019;FREE YOUR MIND, S.L.;B83024885;09/01/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000332;MDC/2020/00003;DIRECCION ARTISTICA DEL CENTRO CULTURAL CONDE DUQUE ;Servicios;Negociado sin publicidad;168;a) apartado 2º;;385.000,00 €;385.000,00 €;48;20/12/2019;NATALIA ALVAREZ SIMO;43826594W;10/01/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000333;300/2019/00337;SERVICIOS PARA LA VIGILANCIA Y SEGURIDAD DE LA SEDE DE LA DIRECCION GENERAL DE EMERGENCIAS Y PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID;Servicios;Abierto;;;Pluralidad de criterios;379.459,63 €;346.786,00 €;24;23/12/2019;SERVISE, S.A.;A78493137;24/01/2020; ;;
2020;Marzo;EMPRESAS;MERCAMADRID, S.A.;202000334;MER/2019/00031;SERVICIOS DE PRESTACION INTEGRAL DE TAREAS DE GESTION DE ACCESOS EN LA UNIDAD ALIMENTARIA MERCAMADRID 2020;Servicios;Ordinario;;;Pluralidad de criterios;928.696,76 €;633.054,76 €;12;15/01/2020;EULEN CENTRO ESPECIAL DE EMPLEO S.A.;A84123421;30/01/2020; ;;
2020;Marzo;EMPRESAS;MERCAMADRID, S.A.;202000335;MER/2019/00022;SERVICIOS DE AUDITORIA DE CUMPLIMIENTO NORMATIVO Y ASESORAMIENTO EN MATERIA DE PROTECCION DE DATOS;Servicios;Ordinario;;;Pluralidad de criterios;64.977,00 €;48.400,00 €;24;10/02/2020;OBJETIVO TARSYS SL;B65101149;25/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000336;MDC/2020/00022;SUMINISTRO EN REGIMEN DE ADQUISICION, INSTALACION Y PUESTA EN MARCHA, ASI COMO SU MANTENIMIENTO, DE NUEVOS ELEMENTOS Y SISTEMAS DE SEGURIDAD DE CONTROL DE ACCESO Y ANTI-INTRUSION, (CAJA MAGICA, RECINTO FERIAL CASA DE CAMPO, NAVE 16 Y ALMACENES MATADERO MADRID).;Suministro;Abierto simplificado;;;Pluralidad de criterios;67.012,61 €;67.012,61 €;36;13/02/2020;SABICO SEGURIDAD, S.A.;A20202487;24/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000337;MDC/2020/00016;PATROCINIO DE MADRID DESTINO DE LA XVIII EDICION DE REALE SEGUROS MADRID FUSION EN EL RECINTO FERIAL DE IFEMA MADRID;Servicios;Negociado sin publicidad;168;a) apartado 2º;;217.800,00 €;217.800,00 €;0,16;10/01/2020;FORO DE DEBATE, S.L;B82054792;10/01/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000338;MDC/2020/00017;"PATROCINIO POR MADRID DESTINO DEL ""X FORO DE LIDERAZGO TURISTICO DE EXCELTUR"" EN RECINTO FERIAL DE IFEMA MADRID";Servicios;Negociado sin publicidad;168;a) apartado 2º;;30.250,00 €;30.250,00 €;0,03;20/01/2020;EXCELTUR ALIANZA PARA LA EXCELENCIA TURISTICA;G83266718;20/01/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000339;MDC/2020/00018;"PATROCINIO DE MADRID DESTINO DE LA ""XXII CONFERENCIA IBEROAMERICANA DE MINISTROS Y EMPRESARIOS DE TURISMO-CIMET"" EN RECINTO FERIAL IFEMA DE MADRID";Servicios;Negociado sin publicidad;168;a) apartado 2º;;21.659,00 €;21.659,00 €;2,36;20/01/2020;NEXO EDITORES, S.L;B78667805;20/01/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000340;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 7;Servicios;Abierto;;;Pluralidad de criterios;44.739,65 €;18.101,60 €;6,6;26/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;27/01/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000341;300/2018/01725;IFS. MEJORA DE LAS CONDICIONES DE SEGURIDAD EN DIVERSOS TUNELES. OBRAS DE PASO Y MUROS DE CONTENCION EN LA CIUDAD DE MADRID. (3 LOTES). LOTE 1;Obras;Abierto;;;Pluralidad de criterios;1.181.793,45 €;872.163,56 €;6;28/11/2019;ACEINSA MOVILIDAD, S.A.;A84408954;23/12/2019; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMARTÍN;202000342;300/2019/00281;TRANSPORTE EN AUTOCARES PARA ACTIVIDADES COMPLEMENTARIAS A LA ENSEÑANZA Y ACTIVIDADES DE CENTROS DE MAYORES DEL DISTRITO DE CHAMARTIN;Servicios;Abierto simplificado;;;Un unico criterio;6.000,00 €;4.680,00 €;12;14/02/2020;AUTOCARES VISTA ALEGRE, S. L.;B28342871;14/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000343;300/2019/00989;SERVICIO DE MANTENIMIENTO Y SOPORTE DE LA SUITE DE PRODUCTOS CONTROL-M;Servicios;Abierto;;;Un unico criterio;276.746,23 €;276.746,23 €;24;17/01/2020;INFORMATICA EL CORTE INGLES, S.A.;A28855260;17/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000344;300/2019/01035;MANTENIMIENTO Y SOPORTE DE LAS LICENCIAS ARGIS FOR INSPIRE;Servicios;Abierto simplificado sumario;;;Un unico criterio;33.982,85 €;33.982,85 €;22,76;29/01/2020;ESRI ESPAÑA SOLUCIONES GEOESPACIALES, S.L.;B86900057;19/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000345;300/2019/01028;MANTENIMIENTO DE LAS LICENCIAS DE OPENTEXT ACTUALMENTE EN PROPIEDAD DEL  AYUNTAMIENTO DE MADRID.;Servicios;Abierto;;;Un unico criterio;264.445,06 €;202.120,42 €;9;17/01/2020;INDRA SOLUCIONES TECNOLOGIAS DE LA INFORMACION, S.L.;B88018098;17/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000346;300/2019/01325;MANTENIMIENTO DE LOS EDIFICIOS, LOCALES Y SOLARES VACIOS BAJO LA CUSTODIA DE LA DIRECCION GENERAL DE ARQUITECTURA Y CONSERVACION DEL PATRIMONIO;Servicios;Abierto;;;Pluralidad de criterios;448.585,62 €;270.676,58 €;24;27/01/2020;ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.;A19001205;21/02/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000347;300/2018/01306;ACTIVIDADES COMPLEMENTARIAS A LA EDUCACION PARA LA MEJORA DE LA CONVIVENCIA EN CENTROS ESCOLARES DEL DISTRITO DE ARGANZUELA. LOTE 3;Servicios;Abierto;;;Pluralidad de criterios;11.172,35 €;9.108,00 €;24;30/07/2019;YUKATAN EDUCACION Y OCIO SLU;B87943452;28/08/2019; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000348;300/2018/01306;ACTIVIDADES COMPLEMENTARIAS A LA EDUCACION PARA LA MEJORA DE LA CONVIVENCIA EN CENTROS ESCOLARES DEL DISTRITO DE ARGANZUELA. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;24.976,72 €;17.752,80 €;24;30/07/2019;CENTRO DE SALUD COMUNITARIA PROCC, SC;J85715928;30/08/2019; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000349;MDC/2020/00023;"EJECUCION DE LA SEGUNDA FASE DEL CICLO DE POESIA CONTEMPORANEA ""POESIA SIN CUARTEL"" EN CENTRO CULTURAL CONDE DUQUE";Servicios;Negociado sin publicidad;168;a) apartado 2º;;30.371,00 €;30.371,00 €;4,43;14/02/2020;FRANCISCO JAVIER BENEDICTO GARCIA;51073564V;17/02/2020; ;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000350;MDC/2020/00024;"REPRESENTACION ARTISTICA DE TRES CONCIERTOS ""CRAIG LEON&CASSELL WEBB"", ""MOON DUO"" Y ""PONGO"" DENTRO DEL CICLO DE MUSICA EMERGENTE Y CONTEMPORANEA ""SUENA CONDE DUQUE V"" EN CENTRO CULTURAL CONDE DUQUE";Servicios;Negociado sin publicidad;168;a) apartado 2º;;20.246,93 €;20.246,93 €;2,13;21/02/2020;GIRADISCOS, S.L.;B86922523;02/03/2020; ;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000351;300/2018/01156;"TERAPIA OCUPACIONAL ""ENVEJECER EN CASA"" AÑO 2019";Servicios;Abierto;;;Pluralidad de criterios;56.094,57 €;53.240,04 €;12;13/06/2019;BENORT SOCIAL SL;B45561909;10/07/2019; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000352;EVS/2020/00008;SUMINISTRO DEL SOFTWARE DENOMINADO ÑINFOLEXÑ PARA LA GESTION DE EXPEDIENTES JUDICIALES DE LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;Suministro;Negociado sin publicidad;168;a) apartado 2º;;9.624,34 €;9.624,34 €;12;14/02/2020;EDITORIAL ARANZADI, S.A.;A81962201;25/02/2020; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000353;EMT/2019/00144;SUMINISTRO DE PAPEL BLANCO PARA IMPRESORAS Y FOTOCOPIADORAS, TAMAÑO A4 DE 80G/M2 (09000377);Suministro;Abierto simplificado;;;Un unico criterio;26.269,10 €;18.718,70 €;12;10/02/2020;S.C. SAN MARTIIN S.L.;B28922490;05/03/2020; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000354;EMT/2019/00134;SUMINISTRO DE UNA CARRETILLA ELEVADORA ELECTRICA;Suministro;Abierto simplificado;;;Un unico criterio;27.830,00 €;27.541,80 €;3;08/01/2020;ALCAMAR S.L.;B28659811;05/03/2020; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000355;EMT/2019/00132;SUMINISTRO DE PISTON COMPLETO PARA MOTOR E2876LUH03 REFERENCIA MAN 51.02500-6078, MAHLE 229 16 00, O EQUIVALENTE (03019786);Suministro;Abierto simplificado;;;Un unico criterio;21.780,00 €;21.779,27 €;12;03/02/2020;MAN TRUCK & BUS IBERIA, S.A.;A78507498;05/03/2020; ;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000356;EMT/2019/00067;ACUERDO MARCO PARA LA EJECUCION DE OBRAS EN EDIFICIOS E INFRAESTRUCTURAS DE LA EMT DE MADRID;Obras;Abierto;;;Pluralidad de criterios;0,00 €;0,00 €;24;15/01/2020;SERANCO, S.A.;A79189940;12/02/2020;SI;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000357;EMT/2019/00111;SERVICIO DE MANTENIMIENTO DE LA INFRAESTRUCTURA HARDWARE DE LA EMT DE MADRID;Servicios;Abierto;;;Pluralidad de criterios;1.011.759,65 €;974.050,00 €;48;22/01/2020;SPHERA, DESARROLLO E INNOVACION EN TECNOLOGIAS DE LA INFORMACION, S.A.;A86405305;20/02/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000358;EMT/2019/00118;ADQUISICION DE 2 MOTORES DE NOMINA Y 15 LICENCIAS DE USUARIO Y RENOVACION DEL MANTENIMIENTO DE LAS LICENCIAS DEL ERP DE SAP DE EMT DE MADRID;Suministro;Abierto;;;Un unico criterio;1.406.723,75 €;1.361.450,73 €;34,2;22/01/2020;VANTURE CORPORATE GROUP S.A.;A63201735;24/02/2020; ;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000359;MDC/2020/00010;CONTRATACION DE LOS TRABAJOS DE REDACCION DEL PROYECTO TECNICO , EJECUCION DE OBRAS Y SUMINISTRO E INSTALACION Y MODERNIZACION DEL EQUIPAMIENTO DE LAS INSTALACIONES AUDIOVISUALES DEL COMPLEJO CAJA MAGICA (LOTE 1);Suministro;Abierto simplificado;;;Pluralidad de criterios;847.000,00 €;708.932,22 €;5,23;15/01/2020;UTE MADRID DESTINO;U88562228;28/01/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000360;EMT/2019/00119;SUMINISTRO, INSTALACION Y CONFIGURACION DE UNA INFRAESTRUCTURA MODULAR DE SERVIDORES Y ALMACENAMIENTO Y PARA LA EVOLUCION DEL SISTEMA DE ALMACENAMIENTO - LOTES 1, 2 Y 3;Suministro;Abierto;;;Pluralidad de criterios;682.440,00 €;636.933,06 €;1,5;22/01/2020;SPHERA, DESARROLLO E INNOVACION EN TECNOLOGIAS DE LA INFORMACION, S.A.;A86405305;05/03/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000361;EMT/2019/00108;SERVICIO PARA LA REALIZACION DE INSPECCIONES, INFORMES Y TRAMITES REGLAMENTARIOS PARA CONSEGUIR LAS CERTIFICACIONES OFICIALES EN LAS INSTALACIONES PETROLIFERAS EN LOS CENTROS DE TRABAJO DE LA EMT Y MANTENIMIENTO DE LOS EQUIPOS E INSTALACIONES DE DISTRIBUCION DE CARBURANTES LIQUIDOS EN LOS CENTROS DE OPERACIONES DE FUENCARRAL, CARABANCHEL, LA ELIPA Y ENTREVIAS- LOTES 1 Y 2;Servicios;Abierto;;;Pluralidad de criterios;211.073,61 €;204.526,28 €;36;03/02/2020;TOKHEIM KOPPENS IBERICA, S.A.;A28102622;20/03/2020; ;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000362;MDC/2020/00010;CONTRATACION DE LOS TRABAJOS DE REDACCION DE PROYECTO TECNICO, EJECUCION DE OBRAS Y SUMINISTRO E INSTALACION Y MODERNIZACION DEL EQUIPAMIENTO DE LAS INSTALACIONES AUDIOVISUALES DEL PABELLON MULTIUSOS I Y II DE RECINTOS FERIALES DE LA CASA DE CAMPO. LOTE 2;Suministro;Abierto simplificado;;;Pluralidad de criterios;726.000,00 €;650.575,13 €;5,23;21/01/2020;UTE CASA CAMPO;U88568167;28/01/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000363;EMT/2019/00121;SUMINISTRO DE INYECTOR ELECTRONICO DE MOTOR DE GAS IVECO 5801377309, BOSCH 0280158827, O EQUIVALENTE (03021841);Suministro;Abierto;;;Un unico criterio;313.390,00 €;271.887,00 €;24;03/01/2020;EUROPART HISPANO ALEMANA, S.A.;A96598917;05/03/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000364;EMT/2019/00127;SUMINISTRO DE 5 ARRANCADORES PARA EL C.O. LA ELIPA Y ENTREVIAS - LOTES 1 Y 2;Suministro;Abierto simplificado;;;Un unico criterio;6.050,00 €;4.961,00 €;4;07/01/2020;RASMUS MARINE, S.L.;B84629344;20/02/2020; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000365;EMT/2019/00147;EJECUCION DE LAS OBRAS DE ADECUACION DE LA ESTACION DE REPOSTADO DE GASOIL DEL CENTRO DE OPERACIONES DE LA ELIPA DE EMT MADRID;Obras;Abierto simplificado;;;Pluralidad de criterios;68.365,00 €;63.039,37 €;0,93;06/02/2020;ELECNOR S.A.;A48027056;16/03/2020; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000366;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 3;Obras;Abierto;;;Pluralidad de criterios;403.764,39 €;276.174,84 €;3;17/04/2019;INGENIERIA Y DISEÑOS TECNICOS, S.A.U.;A78847381;21/05/2019; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000367;300/2018/01778;CONTRATO DE SERVICIO DE DIRECCION FACULTATIVA Y DE COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO. 3 LOTES. LOTE 3;Servicios;Abierto simplificado;;;Pluralidad de criterios;8.482,45 €;7.253,95 €;16;26/04/2019;TPF GETINSA EUROESTUDIOS S.L.;B84840685;16/05/2019; ;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000368;EMT/2019/00120;SUMINISTRO DE 270.000 LITROS DE DETERGENTE PARA LIMPIEZA DE CARROCERIAS SIN FROTAR (06000045);Suministro;Abierto;;;Pluralidad de criterios;261.360,00 €;219.215,70 €;24;22/01/2020;THOMIL, S.A.;A81765067;26/03/2020; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000369;300/2018/01778;CONTRATO DE SERVICIO DE DIRECCION FACULTATIVA Y DE COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO. 3 LOTES. LOTE 1;Servicios;Abierto simplificado;;;Pluralidad de criterios;18.584,66 €;15.888,51 €;18;22/04/2019;TPF GETINSA EUROESTUDIOS S.L.;B84840685;16/05/2019; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000370;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 1;Obras;Abierto;;;Pluralidad de criterios;884.629,68 €;608.979,07 €;4,16;17/04/2019;"MANTENIMIENTO DE INFRAESTRUCTURAS; S.A.";A80173115;21/05/2019; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000371;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 2;Obras;Abierto;;;Pluralidad de criterios;2.966.230,41 €;2.013.180,58 €;5;17/04/2019;UTE: INESCO S.A. Y ASFALTOS Y PAVIMENTOS S.A.;U88392162;21/06/2019; ;;
2020;Abril;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000372;300/2019/01458;SERVICIO PARA LA REALIZACION DE LAS AUDITORIAS EXTERNAS DE EVALUACION DE LA ACREDITACION DEL DEPARTAMENTO DEL LABORATORIO DE SALUD PUBLICA DE MADRID SALUD (EXPEDIENTES LE/406, LE/1915 Y LE/2500). AÑOS 2020 Y 2021;Servicios;Negociado sin publicidad;168;a) apartado 2º;;50.950,72 €;50.950,72 €;22;24/02/2020;ENTIDAD NACIONAL DE ACREDITACION;G78373214;28/02/2020; ;;
